03001;Adsubia;Adsubia;Q618588
03002;Agost;Agost;Q1228383
03003;Agres;Agres;Q1753479
03004;Aigües;Aguas de Busot;Q618657
03005;Albatera;Albatera;Q618585
03006;Alcalalí;Alcalalí;Q619496
03007;Alcocer de Planes;Alcocer de Planes;Q619130
03008;Alcoleja;Alcolecha;Q619123
03009;Alcoy/Alcoi;Alcoy;Q494777
03010;Alfafara;Alfafara;Q619122
03011;Alfàs del Pi, l';Alfaz del Pi;Q619126
03012;Algorfa;Algorfa;Q954749
03013;Algueña;Algueña;Q620867
03014;Alicante/Alacant;Alicante;Q11959
03015;Almoradí;Almoradí;Q620600
03016;Almudaina;Almudaina;Q1770937
03017;Alqueria d'Asnar, l';Alquería de Aznar;Q621092
03018;Altea;Altea (Alicante);Q436491
03019;Aspe;Aspe;Q1770153
03020;Balones;Balones;Q1770144
03021;Banyeres de Mariola;Bañeres;Q621626
03022;Benasau;Benasau;Q1770136
03023;Beneixama;Benejama;Q621622
03024;Benejúzar;Benejúzar;Q1752438
03025;Benferri;Benferri;Q1751451
03026;Beniarbeig;Beniarbeig;Q1649859
03027;Beniardá;Beniardá;Q1770182
03028;Beniarrés;Beniarrés;Q621839
03030;Benidoleig;Benidoleig;Q1753061
03031;Benidorm;Benidorm;Q487981
03032;Benifallim;Benifallim;Q930303
03033;Benifato;Benifato;Q370955
03029;Benigembla;Benichembla;Q1763714
03034;Benijófar;Benijófar;Q1650580
03035;Benilloba;Benilloba;Q1770091
03036;Benillup;Benillup;Q1771932
03037;Benimantell;Benimantell;Q1752443
03038;Benimarfull;Benimarfull;Q1770942
03039;Benimassot;Benimasot;Q1770191
03040;Benimeli;Benimeli;Q1637136
03041;Benissa;Benisa;Q1649406
03042;Benitachell/Poble Nou de Benitatxell, el;Benitachell;Q817349
03043;Biar;Biar;Q1763764
03044;Bigastro;Bigastro;Q1763754
03045;Bolulla;Bolulla;Q891663
03046;Busot;Busot;Q1749271
03049;Callosa de Segura;Callosa de Segura;Q1750915
03048;Callosa d'En Sarrià;Callosa de Ensarriá;Q1770160
03047;Calp;Calpe;Q671272
03050;Campello, el;Campello;Q842224
03051;Campo de Mirra/Camp de Mirra, el;Campo de Mirra;Q1553410
03052;Cañada;Cañada (Alicante);Q1553440
03053;Castalla;Castalla;Q1646122
03054;Castell de Castells;Castell de Castells;Q1753070
03075;Castell de Guadalest, el;Guadalest;Q984526
03055;Catral;Catral;Q1752447
03056;Cocentaina;Cocentaina;Q1231003
03057;Confrides;Confrides;Q1768778
03058;Cox;Cox;Q1640230
03059;Crevillent;Crevillente;Q1616611
03061;Daya Nueva;Daya Nueva;Q1752092
03062;Daya Vieja;Daya Vieja;Q1768811
03063;Dénia;Denia;Q646725
03064;Dolores;Dolores (Alicante);Q782158
03065;Elche/Elx;Elche;Q10509
03066;Elda;Elda;Q608985
03067;Facheca;Facheca;Q426123
03068;Famorca;Famorca;Q1751994
03069;Finestrat;Finestrat;Q1646107
03077;Fondó de les Neus, el/Hondón de las Nieves;Hondón de las Nieves;Q1768905
03070;Formentera del Segura;Formentera del Segura;Q1768790
03072;Gaianes;Gayanes;Q1768853
03071;Gata de Gorgos;Gata de Gorgos;Q376236
03073;Gorga;Gorga;Q1769746
03074;Granja de Rocamora;Granja de Rocamora;Q1769353
03076;Guardamar del Segura;Guardamar del Segura;Q927965
03078;Hondón de los Frailes;Hondón de los Frailes;Q1985343
03079;Ibi;Ibi;Q530567
03080;Jacarilla;Jacarilla;Q1768912
03082;Jávea/Xàbia;Jávea;Q851020
03083;Jijona/Xixona;Jijona;Q747527
03085;Llíber;Llíber;Q533769
03084;Lorcha/Orxa, l';Lorcha;Q1770128
03086;Millena;Millena;Q1770111
03088;Monforte del Cid;Monforte del Cid;Q1769358
03089;Monóvar/Monòver;Monóvar;Q1645615
03903;Montesinos, Los;Los Montesinos;Q1983327
03091;Murla;Murla;Q1985301
03092;Muro de Alcoy;Muro de Alcoy;Q1768714
03090;Mutxamel;Muchamiel;Q1631458
03093;Novelda;Novelda;Q983473
03094;Nucia, la;La Nucía;Q984403
03095;Ondara;Ondara;Q290824
03096;Onil;Onil;Q587785
03097;Orba;Orba;Q983550
03099;Orihuela;Orihuela;Q487786
03098;Orxeta;Orcheta;Q1768824
03100;Parcent;Parcent;Q984818
03101;Pedreguer;Pedreguer;Q1750923
03102;Pego;Pego;Q102835
03103;Penàguila;Penáguila;Q1995277
03104;Petrer;Petrel (Alicante);Q1751353
03902;Pilar de la Horadada;Pilar de la Horadada;Q956513
03105;Pinós, el/Pinoso;Pinoso;Q1751965
03106;Planes;Planes;Q1983306
03901;Poblets, els;els Poblets;Q987444
03107;Polop;Polop de la Marina;Q1768847
03060;Quatretondeta;Cuatretondeta;Q1768829
03109;Rafal;Rafal;Q1751454
03110;Ràfol d'Almúnia, el;Ráfol de Almunia;Q1983198
03111;Redován;Redován;Q1768833
03112;Relleu;Relleu;Q1751262
03113;Rojales;Rojales;Q606240
03114;Romana, la;La Romana (Alicante);Q1752019
03115;Sagra;Sagra;Q1995214
03116;Salinas;Salinas (Alicante);Q1993759
03118;San Fulgencio;San Fulgencio (Alicante);Q2074405
03904;San Isidro;San Isidro (Alicante);Q2265463
03120;San Miguel de Salinas;San Miguel de Salinas;Q984531
03122;San Vicente del Raspeig/Sant Vicent del Raspeig;San Vicente del Raspeig;Q491667
03117;Sanet y Negrals;Sanet y Negrals;Q1983216
03119;Sant Joan d'Alacant;San Juan de Alicante;Q740204
03121;Santa Pola;Santa Pola;Q257707
03123;Sax;Sax;Q1553513
03124;Sella;Sella (Alicante);Q985137
03125;Senija;Senija;Q1983238
03127;Tàrbena;Tárbena;Q1766232
03128;Teulada;Teulada;Q521633
03129;Tibi;Tibi;Q1751457
03130;Tollos;Tollos;Q1750925
03131;Tormos;Tormos (Alicante);Q578908
03132;Torremanzanas/Torre de les Maçanes, la;Torremanzanas;Q1641908
03133;Torrevieja;Torrevieja;Q221749
03134;Vall d'Alcalà, la;Valle de Alcalá;Q1770167
03136;Vall de Gallinera;Vall de Gallinera;Q1768862
03137;Vall de Laguar, la;Vall de Laguart;Q1983231
03135;Vall d'Ebo, la;Vall de Ebo;Q1983371
03138;Verger, el;Vergel;Q1751998
03139;Villajoyosa/Vila Joiosa, la;Villajoyosa;Q935589
03140;Villena;Villena;Q502249
03081;Xaló;Jalón (Alicante);Q1752098
